new	519.81	356.43	135.26
past	494.81	349.60	130.22
past	477.11	334.95	130.49
past	454.56	319.51	121.49
past	434.32	299.69	113.84
past	409.32	285.21	107.27
past	384.32	268.60	102.72
past	359.32	243.60	93.72
past	334.32	220.70	84.72
past	309.32	209.42	81.91
future	284.32	188.63	80.42
future	259.32	174.34	75.50
future	234.32	152.41	68.40
future	211.36	135.55	60.16
future	186.36	117.92	51.16
future	161.36	97.51	42.16
future	136.36	74.07	35.02
future	111.36	55.40	26.02
future	86.36	35.81	17.02
future	61.36	10.81	8.02
new	521.05	361.35	135.46
past	494.95	352.45	130.28
past	477.63	335.90	130.62
past	454.57	318.16	121.78
past	434.60	299.30	114.15
past	407.79	284.32	107.36
past	382.83	270.22	102.89
past	362.87	244.62	93.93
past	334.47	222.91	84.56
past	312.08	210.24	81.96
future	284.32	188.63	80.42
future	259.32	174.34	75.50
future	234.32	152.41	68.40
future	211.36	135.55	60.16
future	186.36	117.92	51.16
future	161.36	97.51	42.16
future	136.36	74.07	35.02
future	111.36	55.40	26.02
future	86.36	35.81	17.02
future	61.36	10.81	8.02
new	524.16	357.54	135.37
past	493.52	350.50	130.19
past	477.56	334.46	130.46
past	456.77	318.26	121.57
past	437.69	298.85	113.88
past	409.55	285.65	107.55
past	385.10	270.72	102.71
past	360.07	241.52	93.67
past	333.58	223.49	84.57
past	310.65	208.52	81.80
future	284.32	188.63	80.42
future	259.32	174.34	75.50
future	234.32	152.41	68.40
future	211.36	135.55	60.16
future	186.36	117.92	51.16
future	161.36	97.51	42.16
future	136.36	74.07	35.02
future	111.36	55.40	26.02
future	86.36	35.81	17.02
future	61.36	10.81	8.02
new	519.18	354.71	135.63
past	495.92	353.98	130.49
past	477.03	338.63	130.62
past	455.69	319.73	121.42
past	440.38	297.94	113.90
past	410.14	283.24	107.33
past	386.52	270.42	102.95
past	362.35	243.36	93.63
past	333.51	224.40	84.68
past	313.56	209.47	81.80
future	284.32	188.63	80.42
future	259.32	174.34	75.50
future	234.32	152.41	68.40
future	211.36	135.55	60.16
future	186.36	117.92	51.16
future	161.36	97.51	42.16
future	136.36	74.07	35.02
future	111.36	55.40	26.02
future	86.36	35.81	17.02
future	61.36	10.81	8.02
new	519.13	357.67	135.31
past	496.59	348.90	130.11
past	474.96	334.81	130.60
past	456.48	319.56	121.72
past	432.80	298.70	113.86
past	408.24	286.24	107.17
past	386.48	270.49	102.87
past	361.12	247.56	94.16
past	336.13	221.34	84.73
past	312.85	209.15	82.03
future	284.32	188.63	80.42
future	259.32	174.34	75.50
future	234.32	152.41	68.40
future	211.36	135.55	60.16
future	186.36	117.92	51.16
future	161.36	97.51	42.16
future	136.36	74.07	35.02
future	111.36	55.40	26.02
future	86.36	35.81	17.02
future	61.36	10.81	8.02
new	520.19	357.61	135.34
past	496.58	350.60	130.49
past	476.25	335.24	130.60
past	455.73	318.97	121.34
past	433.81	297.60	114.11
past	408.61	283.27	107.27
past	385.95	267.93	102.66
past	359.05	243.58	93.70
past	337.22	219.99	85.08
past	309.79	209.54	81.98
future	284.32	188.63	80.42
future	259.32	174.34	75.50
future	234.32	152.41	68.40
future	211.36	135.55	60.16
future	186.36	117.92	51.16
future	161.36	97.51	42.16
future	136.36	74.07	35.02
future	111.36	55.40	26.02
future	86.36	35.81	17.02
future	61.36	10.81	8.02
new	520.30	356.61	135.45
past	494.83	349.77	130.48
past	478.19	335.54	130.32
past	457.47	322.58	121.58
past	432.41	301.04	113.66
past	409.88	284.41	107.17
past	382.61	269.82	102.78
past	358.48	247.33	93.89
past	336.73	223.85	84.62
past	310.86	208.94	82.11
future	284.32	188.63	80.42
future	259.32	174.34	75.50
future	234.32	152.41	68.40
future	211.36	135.55	60.16
future	186.36	117.92	51.16
future	161.36	97.51	42.16
future	136.36	74.07	35.02
future	111.36	55.40	26.02
future	86.36	35.81	17.02
future	61.36	10.81	8.02
new	517.84	357.03	135.21
past	496.87	352.24	130.21
past	479.11	336.96	130.50
past	452.93	318.24	121.45
past	433.75	297.67	113.60
past	411.36	285.86	107.40
past	384.93	270.33	102.78
past	358.94	244.72	93.58
past	332.72	220.50	84.75
past	310.18	208.69	82.11
future	284.32	188.63	80.42
future	259.32	174.34	75.50
future	234.32	152.41	68.40
future	211.36	135.55	60.16
future	186.36	117.92	51.16
future	161.36	97.51	42.16
future	136.36	74.07	35.02
future	111.36	55.40	26.02
future	86.36	35.81	17.02
future	61.36	10.81	8.02
new	519.70	356.16	135.42
past	498.14	349.33	130.41
past	478.30	337.88	130.36
