new	287.96	353.29	141.91
past	262.96	328.29	143.54
past	237.96	303.29	147.76
past	212.96	278.29	146.57
past	187.96	253.29	144.60
past	162.96	228.29	137.99
past	137.96	203.29	132.47
past	112.96	178.29	136.34
past	87.96	153.29	130.59
past	81.14	145.49	123.92
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	290.33	355.70	142.08
past	262.15	330.60	143.74
past	238.30	303.83	147.94
past	212.44	279.78	146.81
past	190.13	252.80	144.60
past	163.73	227.58	137.98
past	137.42	202.66	132.43
past	110.60	180.31	136.45
past	87.50	155.15	130.44
past	81.30	144.67	123.98
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	285.64	351.84	141.75
past	260.70	328.26	143.74
past	236.05	305.39	148.00
past	212.88	280.42	146.46
past	185.92	252.97	144.73
past	160.86	228.77	137.77
past	136.09	202.93	132.57
past	111.70	178.08	136.50
past	86.81	151.90	130.60
past	80.43	143.71	123.72
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	285.59	354.35	141.78
past	261.22	329.54	143.78
past	236.64	302.93	147.94
past	211.24	277.94	146.50
past	186.55	253.46	144.50
past	163.36	230.53	138.19
past	138.85	202.34	132.42
past	112.11	180.24	136.13
past	89.97	154.16	130.49
past	80.93	147.89	123.92
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	287.63	354.89	141.77
past	260.82	328.15	143.49
past	238.86	303.60	147.89
past	214.41	277.18	146.34
past	186.70	250.88	144.71
past	162.26	227.25	137.75
past	139.52	203.20	132.25
past	115.18	178.41	136.45
past	90.41	153.57	130.77
past	83.28	146.00	124.12
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	287.53	353.18	142.09
past	260.97	330.03	143.41
past	237.53	302.06	147.73
past	212.29	277.02	146.57
past	187.12	251.54	144.71
past	163.09	230.43	138.15
past	138.55	201.54	132.68
past	110.65	176.71	136.19
past	89.54	155.51	130.44
past	79.72	147.06	123.98
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	287.49	355.56	142.15
past	261.60	327.82	143.69
past	239.64	302.85	147.51
past	211.88	278.39	146.40
past	187.56	253.79	144.68
past	163.83	226.81	138.17
past	137.67	202.20	132.51
past	115.00	177.21	136.23
past	86.55	153.84	130.66
past	79.70	143.59	124.04
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	290.41	351.63	141.71
past	261.35	329.92	143.59
past	237.98	303.77	147.64
past	210.95	277.16	146.75
past	189.04	252.23	144.50
past	164.95	230.15	138.16
past	136.90	205.61	132.50
past	111.05	176.48	136.26
past	86.68	153.94	130.44
past	81.99	147.00	123.75
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	287.16	353.24	141.85
past	263.35	328.38	143.38
past	238.19	301.78	147.90
past	213.26	277.79	146.35
past	188.34	251.89	144.49
past	165.16	230.18	137.99
past	138.74	203.46	132.54
past	113.69	179.46	136.58
past	88.48	153.07	130.46
past	80.80	144.01	123.70
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	285.46	351.53	142.13
past	264.52	327.29	143.64
past	239.23	304.33	147.64
past	213.27	277.83	146.37
past	189.25	252.01	144.60
past	165.27	229.21	137.93
past	136.54	204.50	132.44
past	114.42	177.93	136.48
past	88.90	152.93	130.70
past	82.29	143.76	123.67
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
future	41.03	74.14	80.23
future	33.59	63.67	71.23
future	31.55	55.20	62.23
future	21.89	30.25	53.23
future	16.68	9.71	44.23
future	1.47	6.49	35.23
new	287.55	352.57	141.93
past	264.09	328.42	143.48
past	236.30	302.02	148.00
past	213.11	276.90	146.41
past	186.19	253.05	144.73
past	164.12	229.33	137.83
past	139.01	203.39	132.62
past	114.97	177.52	136.51
past	90.21	152.15	130.57
past	81.06	146.76	124.08
future	67.58	137.66	114.92
future	60.67	126.92	107.23
future	56.39	104.39	98.23
future	44.86	93.22	89.23
