17.00	1	21.8398	25.6857	20.1413
18.00	1	20.7064	24.6687	19.1583
19.00	1	19.5140	22.9772	17.5825
20.00	1	18.5263	21.2054	16.2640
21.00	1	17.0506	19.8388	15.2210
22.00	1	16.1209	18.7914	14.4214
23.00	1	15.3502	17.0263	13.7426
24.00	1	13.6162	15.3481	12.1063
25.00	1	12.5499	14.3577	11.0781
26.00	1	10.9504	12.9243	10.0380
27.00	1	9.4220	11.3124	9.1387
28.00	1	8.2972	9.5407	7.8767
29.00	1	7.0084	8.2544	6.2709
30.00	1	5.9179	7.3109	4.8326
31.00	1	4.9665	6.3192	3.9750
32.00	1	3.9445	4.5422	2.9403
33.00	1	2.1777	2.9135	1.8219
34.00	1	0.8764	1.7735	0.8615
35.00	1	0.3066	0.2902	-0.2170
32.00	1	0.0000	0.0000	0.0000
33.00	2	19.5188	19.8733	24.9044
34.00	2	18.0885	18.8092	23.9579
35.00	2	17.1854	17.5975	22.3076
36.00	2	16.4592	16.9427	20.7904
37.00	2	14.9292	15.4947	19.4801
38.00	2	13.5487	14.1794	18.0503
39.00	2	12.3535	12.9069	16.6218
40.00	2	11.0599	11.3590	15.3951
41.00	2	9.7133	10.6291	13.9041
42.00	2	8.5694	9.8122	12.7600
43.00	2	7.2912	8.3395	11.0163
44.00	2	6.5072	7.6389	9.6493
45.00	2	5.2433	6.7620	8.6779
46.00	2	4.0880	6.0059	6.9434
47.00	2	3.6071	5.1640	5.5781
48.00	2	2.6827	4.2629	3.7487
49.00	2	1.7979	2.9627	2.7327
50.00	2	0.6289	1.0032	1.0053
51.00	2	0.2695	0.4698	-0.1132
48.00	2	0.0000	0.0000	0.0000
49.00	3	28.2435	22.1022	20.3806
50.00	3	26.7161	20.6892	18.9077
51.00	3	24.7971	19.1092	18.0053
52.00	3	23.2122	17.5281	17.0808
53.00	3	21.3447	16.6633	15.9561
54.00	3	19.8685	15.1809	15.1009
55.00	3	18.3667	14.0841	13.8614
56.00	3	17.0573	12.4836	12.8011
57.00	3	15.8686	11.2975	11.7900
58.00	3	14.0852	10.2752	10.3899
59.00	3	12.8197	9.4297	9.6895
60.00	3	11.1616	8.2079	8.5781
61.00	3	9.9097	6.5665	7.0400
62.00	3	8.7017	5.9200	5.8196
63.00	3	7.2722	5.1649	4.8284
64.00	3	5.3265	3.7794	3.5601
65.00	3	3.7296	2.4846	2.8267
66.00	3	1.7195	1.0813	1.8092
67.00	3	0.0454	0.2493	-0.3751
64.00	3	0.0000	0.0000	0.0000
65.00	4	23.4448	20.0745	25.3917
66.00	4	22.3324	19.3129	23.9490
67.00	4	20.9772	18.4830	22.8650
68.00	4	19.3566	16.8535	20.9927
69.00	4	17.7091	15.4013	19.7191
70.00	4	15.9737	14.2736	18.4890
71.00	4	14.3597	12.9117	16.8558
72.00	4	12.8358	11.6594	15.7523
73.00	4	11.4686	10.8751	14.3730
74.00	4	10.3764	10.0182	13.2094
75.00	4	9.6243	8.5433	12.0357
76.00	4	8.1107	7.0043	10.1587
77.00	4	6.5858	5.6320	9.1427
78.00	4	5.2614	5.1360	7.7571
