new	1.0	-388.0674	389.2014	132.4053
past	2.0	-366.8395	372.3133	123.4053
past	3.0	-353.4183	353.6264	119.7579
past	4.0	-335.3979	333.0421	118.9415
past	5.0	-316.3348	308.0421	118.4314
past	6.0	-302.2577	283.6601	113.7635
past	7.0	-285.6838	262.4088	104.7635
past	8.0	-263.3278	237.4088	95.7635
past	9.0	-238.3278	221.9953	89.5044
past	10.0	-213.4741	204.5013	80.5044
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	0.9	-389.7809	389.6376	132.4295
past	2.1	-367.7150	372.0651	123.6054
past	3.0	-353.3787	351.7667	119.9668
past	4.0	-332.9444	332.6736	118.8572
past	5.0	-317.4182	305.7618	118.2571
past	5.9	-303.8660	285.9969	113.9993
past	6.9	-284.2334	263.9338	104.7009
past	7.9	-265.6521	237.3509	95.6964
past	9.1	-237.4092	223.0040	89.6548
past	9.9	-212.6948	206.4327	80.6842
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.0	-388.1344	387.9442	132.5678
past	2.0	-366.5776	370.3038	123.6395
past	2.9	-354.3016	354.4970	119.7090
past	3.9	-337.6813	332.2734	118.9529
past	5.0	-314.1759	309.0509	118.5285
past	6.0	-303.0141	281.2426	113.7973
past	7.1	-283.7141	261.5769	104.6088
past	7.9	-264.5005	235.5023	95.7232
past	9.0	-239.0460	221.3665	89.3181
past	9.9	-215.8568	203.2011	80.6320
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	0.9	-389.1948	387.7627	132.1921
past	2.0	-364.8225	372.9731	123.1621
past	3.0	-355.0737	353.2707	119.8901
past	4.1	-336.5941	332.0785	118.7966
past	4.9	-313.9579	307.0763	118.4008
past	5.9	-301.0063	282.1991	113.5524
past	7.0	-285.0300	261.1244	104.5243
past	8.0	-264.3135	238.8191	95.7642
past	8.9	-238.2726	221.0450	89.5409
past	10.1	-213.3572	205.3713	80.4106
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.0	-387.8512	387.2426	132.1866
past	1.9	-368.2212	374.0607	123.4358
past	3.0	-354.8784	355.3025	119.6614
past	4.0	-336.3065	335.0500	118.7719
past	5.0	-314.8259	309.5818	118.4962
past	6.1	-303.9265	281.8965	113.5878
past	7.0	-286.7370	264.4893	104.5855
past	7.9	-264.5645	235.4669	95.9257
past	8.9	-240.1293	224.0759	89.6953
past	10.0	-213.1517	206.0986	80.3371
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.1	-388.2534	390.5785	132.4000
past	2.1	-367.2705	370.3090	123.4157
past	3.0	-352.4646	355.3651	119.9458
past	4.0	-334.1378	333.3353	119.0169
past	5.0	-318.2346	308.4480	118.4727
past	6.0	-300.8499	285.7127	113.6186
past	7.1	-283.9932	262.4762	105.0052
past	8.0	-263.3746	238.8323	95.7966
past	9.0	-237.8943	223.9547	89.3713
past	9.9	-212.3664	203.4793	80.3883
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	0.9	-386.4452	386.7520	132.2156
past	1.9	-368.5096	372.8882	123.4121
past	2.9	-350.9221	354.0149	119.6895
past	4.0	-334.9692	333.4698	118.7169
past	5.0	-315.4800	307.8937	118.6737
past	6.1	-300.0355	282.9774	113.5901
past	7.1	-284.6650	262.9558	104.5496
past	8.1	-262.4791	239.8902	95.8127
past	9.0	-238.0181	219.6791	89.3481
past	9.9	-211.5714	206.8406	80.7418
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.0	-387.5249	389.3829	132.6363
past	2.0	-368.6893	373.0697	123.2417
past	3.0	-353.5810	353.7933	119.5771
past	4.0	-334.3131	332.4853	118.8464
past	5.0	-313.9112	305.9451	118.6744
past	6.1	-300.7031	282.8650	113.5547
past	7.1	-285.5622	261.4407	104.8622
past	8.1	-265.7948	238.9771	95.9500
past	9.0	-239.8657	221.2011	89.3017
past	10.0	-213.7153	204.2148	80.3828
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.1	-388.3536	390.6902	132.3928
past	1.9	-367.3720	372.1689	123.4461
past	3.1	-352.4417	354.9474	119.5363
past	4.0	-334.3017	333.7495	119.0783
past	5.0	-315.8370	307.2646	118.2193
past	5.9	-299.9036	283.3220	113.6037
past	6.9	-285.1537	260.5397	104.5179
past	8.1	-263.6807	239.0999	95.6129
past	8.9	-237.6282	220.9847	89.3329
past	10.1	-214.4119	204.4473	80.3579
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	0.9	-389.3464	388.3301	132.4468
past	1.9	-366.0208	371.5088	123.5260
past	3.1	-354.6638	354.6366	119.8030
past	3.9	-334.1723	333.1652	118.7346
past	4.9	-315.2059	306.9982	118.2795
past	6.1	-301.4615	281.7839	113.8921
past	7.1	-284.1277	263.2377	104.6314
past	8.0	-263.0930	235.9895	95.9919
past	9.0	-238.5033	219.9536	89.4724
past	10.0	-215.7053	205.9415	80.3356
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.0	-386.1302	387.7157	132.2283
past	1.9	-368.9351	372.7257	123.4431
past	3.0	-351.0358	354.8638	119.7078
past	4.1	-333.2617	332.4330	119.0350
past	4.9	-314.9006	309.2440	118.1947
past	6.0	-302.8232	285.4909	113.5846
past	7.1	-284.4457	264.3408	104.6642
past	8.0	-261.7587	236.3917	95.8401
past	9.0	-236.2100	220.6236	89.3925
past	10.0	-211.3265	206.8617	80.3598
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.0	-387.1975	389.0434	132.3613
past	2.0	-365.8399	374.2484	123.3359
past	3.0	-353.2865	352.0303	117.0416
past	4.0	-344.6196	334.3560	118.9351
past	5.0	-317.6272	308.8052	118.4373
past	6.1	-302.8584	282.1384	113.9387
past	6.9	-286.6555	261.7482	102.4324
past	8.0	-263.7452	236.1828	95.9807
past	9.1	-239.2392	222.7494	89.5956
past	10.1	-211.8068	206.3462	81.6291
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.0	-390.2221	364.3167	132.3441
past	2.0	-355.4845	394.9336	123.6483
past	2.9	-353.1543	353.5253	119.6576
past	3.9	-337.3929	335.1703	118.7983
past	4.9	-315.9066	307.0617	118.6799
past	5.9	-302.0423	285.6637	113.5860
past	7.1	-273.4399	260.7542	104.7944
past	8.0	-261.9843	237.3286	95.8250
past	9.0	-240.4787	224.2741	89.3352
past	10.0	-212.6650	205.8824	80.2605
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	0.9	-387.0280	386.9477	132.1686
past	2.0	-367.6651	371.9161	123.5177
past	3.1	-351.3855	353.1045	119.7121
past	3.9	-336.2068	335.2901	116.9340
past	4.9	-316.4354	310.0272	118.5093
past	6.1	-301.9293	282.7887	113.5264
past	7.1	-283.2493	260.1659	104.8540
past	8.1	-244.5058	228.6077	96.3116
past	9.0	-244.7320	224.1840	89.5973
past	9.9	-212.5615	203.0187	80.5895
future	11.0	-188.4741	179.7976	79.8926
future	12.0	-167.3301	162.1791	71.5281
future	13.0	-145.8153	148.8196	65.9721
future	14.0	-120.8153	124.1417	63.2153
future	15.0	-104.4050	100.8690	54.2153
future	16.0	-85.6521	83.1903	45.2153
future	17.0	-60.6521	61.6910	36.2153
future	18.0	-39.7737	40.9902	27.2153
future	19.0	-25.1015	15.9902	18.2153
future	20.0	-1.0438	-4.7616	9.2153
new	1.1	-387.6027	390.2993	132.6255
past	2.1	-365.9358	373.1742	123.5541
past	3.0	-352.9399	351.7152	119.5942
past	4.0	-337.6630	332.2081	119.1608
past	5.1	-313.8540	306.3843	118.1979
past	5.9	-302.6060	286.0649	113.9941
past	7.0	-285.8834	264.2204	104.8711
