new	356.49	406.81	132.85
past	331.49	381.81	132.28
past	306.49	356.81	147.68
past	281.49	331.81	144.09
past	256.49	306.81	150.73
past	231.49	281.81	153.29
past	206.49	256.81	162.14
past	181.49	231.81	154.92
past	156.49	206.81	145.92
past	137.71	185.71	137.80
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	354.52	406.99	132.84
past	331.87	383.25	132.15
past	305.40	356.83	147.87
past	282.07	334.83	144.27
past	255.84	306.24	150.77
past	230.05	283.07	153.31
past	207.00	258.31	162.23
past	181.30	231.10	155.05
past	156.47	205.73	146.19
past	137.71	186.41	137.83
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	358.16	410.48	133.25
past	334.48	381.74	132.29
past	307.03	357.51	147.58
past	280.44	336.15	143.98
past	258.07	307.74	150.68
past	233.42	282.89	153.34
past	207.47	254.77	162.03
past	186.28	235.01	155.07
past	158.57	208.30	146.05
past	136.37	185.40	138.28
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	355.26	409.24	132.81
past	329.76	380.02	132.25
past	308.59	354.87	147.76
past	279.90	332.01	144.01
past	256.36	306.54	150.81
past	231.91	282.89	153.55
past	209.57	254.82	162.16
past	182.41	235.23	154.83
past	155.84	207.53	145.98
past	136.27	185.35	137.91
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	357.99	408.03	132.85
past	335.81	380.67	132.36
past	305.86	355.15	147.85
past	285.28	334.20	143.88
past	257.72	305.52	150.77
past	230.92	282.98	153.82
past	207.81	258.23	162.30
past	182.00	231.40	154.77
past	155.70	206.68	146.19
past	137.27	184.71	137.61
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	356.37	408.97	133.00
past	334.17	383.13	132.35
past	306.95	356.18	147.52
past	280.51	331.93	144.56
past	257.16	306.03	150.78
past	231.77	282.02	153.44
past	207.60	256.17	162.42
past	182.59	232.97	154.92
past	156.98	205.16	145.96
past	136.41	187.14	137.87
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	357.93	404.95	132.76
past	331.41	380.33	132.45
past	306.16	357.16	147.45
past	280.54	334.61	144.24
past	259.64	306.73	150.77
past	230.71	281.61	153.60
past	208.04	255.74	162.37
past	180.43	233.54	154.81
past	157.63	207.70	146.32
past	138.32	187.19	137.61
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	358.13	407.68	132.93
past	332.43	382.95	132.08
past	306.20	357.60	147.76
past	281.88	329.87	144.05
past	255.61	308.05	150.61
past	232.95	283.57	153.57
past	207.49	259.21	162.32
past	184.86	234.20	154.87
past	158.17	210.53	145.84
past	139.79	186.21	137.93
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	357.93	407.61	132.87
past	335.70	381.98	132.73
past	305.28	355.72	147.68
past	281.37	331.22	143.91
past	258.04	308.63	150.86
past	234.31	280.95	153.17
past	210.24	255.46	162.18
past	183.16	231.20	154.79
past	156.98	205.92	145.84
past	138.95	186.09	137.94
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	355.06	406.54	132.79
past	333.16	382.24	132.22
past	308.25	358.66	147.68
past	283.07	333.88	144.41
past	254.79	308.94	150.84
past	233.30	283.84	153.21
past	206.87	255.66	162.09
past	181.84	236.03	154.83
past	156.23	208.20	145.93
past	139.61	184.54	137.89
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
future	85.17	118.88	102.22
future	81.07	97.46	93.22
future	61.80	87.05	84.22
future	48.97	62.25	75.22
future	37.61	45.93	66.22
future	19.52	32.31	57.22
future	-3.12	7.71	48.22
new	357.80	408.21	132.96
past	333.03	384.54	132.46
past	308.45	357.36	148.43
past	282.97	330.58	144.07
past	254.99	305.00	151.02
past	231.19	281.78	153.33
past	206.98	256.01	162.23
past	186.26	230.73	155.03
past	155.35	211.72	146.12
past	135.87	185.82	137.68
future	130.07	166.07	129.22
future	117.03	145.90	120.22
future	104.30	127.98	111.22
